p_val avg_log2FC pct.1 pct.2 p_val_adj
STARD13 1.30280566947919e-11 -0.190231520409806 0.284 0.444 4.76670538349046e-07
ZSWIM6 1.31608742328617e-11 -0.235713066283366 0.451 0.613 4.81530066431944e-07
HDGFL3 1.3485554258554e-11 -0.309656934549319 0.15 0.297 4.93409459211975e-07
SGCD 1.35301498598216e-11 -0.566848101697058 0.271 0.391 4.95041123071154e-07
SHANK2 1.35894885549983e-11 -0.434936961599875 0.217 0.332 4.97212207250278e-07
NFX1 1.36568698714195e-11 -0.237785085341865 0.13 0.288 4.99677554855497e-07
ARPP19 1.40063608968082e-11 -0.594172370551146 0.203 0.349 5.1246473249242e-07
CHKA 1.46848030170175e-11 -0.155619456511669 0.205 0.387 5.37287572786637e-07
SNAP91 1.63572632259269e-11 -0.285055555559942 0.257 0.385 5.98479546910215e-07
KALRN 1.88010198730149e-11 -0.210045387001606 0.399 0.541 6.87891715113868e-07
MACROD2 1.88412958194148e-11 -0.2774336520452 0.42 0.543 6.89365331440748e-07
BCLAF1 1.88497015565692e-11 -0.163683515179221 0.132 0.294 6.89672880551755e-07
ATP8A2 1.94889877543282e-11 -0.419777747307464 0.303 0.398 7.13063083955362e-07
MAPK8IP3 2.03583594818936e-11 -0.311456204366692 0.201 0.36 7.44871656723523e-07
PDE7B 2.04412166539488e-11 -0.530960483836972 0.168 0.276 7.47903234934679e-07
ZCCHC14 2.16162628265504e-11 -0.435064120195133 0.115 0.255 7.90895824297826e-07
PLCL2 2.23552883724095e-11 -0.448199727004674 0.2 0.324 8.17935290969719e-07
DNAJC5 2.2556353110748e-11 -0.390927802264427 0.149 0.299 8.25291847616046e-07
TRPM3 2.32316318237775e-11 -0.716614131152403 0.248 0.347 8.49998945168372e-07
FAM135A 2.35029785056307e-11 -0.167248751469838 0.231 0.388 8.59926977564015e-07
CREG2 2.4698340845551e-11 -0.838824086752356 0.158 0.276 9.03662894857019e-07
FAM228B 2.70483866833099e-11 -0.261876842723626 0.104 0.252 9.89646371968944e-07
PITPNM2 2.71742836054606e-11 -0.491844385241452 0.121 0.256 9.94252688556593e-07
TAFA2 2.8724978611561e-11 -0.521643064907688 0.247 0.35 1.05098951743979e-06
TMEM106B 2.92855067706388e-11 -0.238247725430104 0.115 0.265 1.07149812172413e-06
SLC38A1 3.00515872306397e-11 -0.478137863752646 0.169 0.3 1.09952747359465e-06
TMEM165 3.0851707372451e-11 0.66619254399936 0.408 0.431 1.12880226934324e-06
CCNH 3.19695159323593e-11 -0.264834166654663 0.351 0.507 1.16970064893316e-06
PPP1R13B 3.21833829252804e-11 -0.335154392273714 0.176 0.315 1.17752561447016e-06
HNRNPDL 3.24675350176674e-11 0.825847699720921 0.329 0.362 1.18792217122642e-06
CIRBP 3.48159095682537e-11 0.783619441397199 0.372 0.408 1.27384449928327e-06
TMEM132D 3.50380273365616e-11 -0.618377611963836 0.204 0.306 1.28197134419011e-06
NFIC 3.5132005580812e-11 -0.2793339987601 0.154 0.321 1.28540982019075e-06
CRTC1 3.64985983653769e-11 -0.331259402498211 0.109 0.252 1.33541071699241e-06
ST5 3.67609343064476e-11 -0.359050225028213 0.12 0.259 1.3450090644043e-06
FAM222B 3.69037518660014e-11 -0.202092073795987 0.194 0.36 1.35023447327326e-06
ELMOD1 3.7099989370795e-11 -0.572992039007557 0.142 0.268 1.35741441109865e-06
OPCML 3.92193489956027e-11 -0.31012440236245 0.386 0.51 1.43495754105111e-06
PIAS1 4.05131070705336e-11 -0.179335755446174 0.285 0.446 1.48229356149668e-06
TOX 4.1001643819712e-11 -0.570425218614196 0.213 0.308 1.50016814407562e-06
PRRC2B 4.14116467655469e-11 -0.167398219593166 0.231 0.401 1.51516933185783e-06
AKAP9 4.22823451359968e-11 -0.190765192703134 0.223 0.384 1.54702644383585e-06
BTBD8 4.40665113792212e-11 -0.245936401240272 0.185 0.339 1.61230551834294e-06
SYBU 4.85516407772083e-11 -0.490119902120548 0.163 0.282 1.7764074327565e-06
COMMD10 4.95813912394077e-11 -0.189130393310535 0.161 0.316 1.81408394266745e-06
AGAP3 5.00174163510646e-11 -0.26799931715186 0.139 0.293 1.83003722945275e-06
SEZ6L2 5.07409774900476e-11 -0.443382847120719 0.122 0.256 1.85651088440586e-06
PDE10A 5.08321093028574e-11 -0.464435362697585 0.305 0.416 1.85984521517295e-06
IDS 5.51987120836226e-11 -0.475682194475626 0.361 0.492 2.01961047771559e-06
NUAK1 5.54288122703659e-11 -0.336760214345075 0.23 0.371 2.02802938334815e-06
HLCS 5.68656370330573e-11 -0.24003683684088 0.186 0.335 2.0805999277655e-06
ELOVL6 5.92079210186849e-11 -0.21769097025391 0.132 0.28 2.16629941423164e-06
OPA1 6.08546680366056e-11 -0.244637162072909 0.182 0.336 2.22655059412332e-06
TRERF1 6.17424936602445e-11 -0.549081427291601 0.134 0.257 2.25903435804103e-06
GPD2 6.57350787843382e-11 -0.341021627020492 0.128 0.27 2.40511506256137e-06
FARS2 6.62767794773164e-11 -0.239022387082806 0.257 0.404 2.42493480751605e-06
KIF9-AS1 6.6460538565715e-11 -0.269358999982678 0.202 0.347 2.43165818504238e-06
MORF4L1 6.74518443186358e-11 -0.228979164558317 0.213 0.38 2.46792807993025e-06
ROBO2 6.83010133083413e-11 -0.508152215796807 0.369 0.486 2.49899747492559e-06
CDC42SE2 6.85348431944481e-11 -0.174550622553334 0.21 0.375 2.50755284279847e-06
SORL1 6.90815016402121e-11 -0.492419298723186 0.291 0.435 2.52755398201208e-06
LRP6 7.12779434152041e-11 -0.240823225032547 0.133 0.281 2.60791739367549e-06
YY1 7.46230300449031e-11 -0.278065156942516 0.118 0.263 2.73030742328291e-06
ATP1A3 7.52532288992965e-11 -0.604059538209785 0.163 0.287 2.75336513896746e-06
NSD2 7.56864136578408e-11 -0.316545896181928 0.166 0.314 2.76921450291308e-06
SH3RF1 8.06850047388899e-11 -0.305420704616594 0.172 0.318 2.95210295338651e-06
CNTNAP5 8.13520780101128e-11 -0.591095176884592 0.267 0.354 2.97650983023401e-06
DPP6 8.14259571909543e-11 -0.314937273229192 0.41 0.527 2.97921292170264e-06
RAP1GAP2 8.21909995652232e-11 -0.547966599069013 0.17 0.286 3.00720429209239e-06
ERP44 8.33362569829207e-11 -0.312324744913717 0.111 0.255 3.0491069704911e-06
SEC63 8.34016711236372e-11 -0.309664218981993 0.115 0.259 3.05150034307164e-06
KCNH1 8.41246929622333e-11 -0.483313348233756 0.235 0.342 3.07795426610219e-06
SH3GL3 8.61631741531378e-11 0.61814660367544 0.502 0.49 3.152538215915e-06
CEP350 9.04809206719566e-11 -0.172580356106808 0.207 0.377 3.31051592554555e-06
RLF 9.20001743866634e-11 -0.224586639216622 0.158 0.318 3.36610238045924e-06
CELF5 9.63020768262578e-11 -0.488809120857881 0.196 0.313 3.52350038691912e-06
DOK6 1.01807621303737e-10 -0.562066032971594 0.213 0.317 3.72493724826111e-06
CLIP2 1.01910243338013e-10 -0.166445401679867 0.221 0.392 3.72869198325123e-06
ZZEF1 1.02140172369205e-10 -0.164938073967141 0.12 0.274 3.73710462664448e-06
KIF3C 1.04096222252105e-10 -0.492172850534115 0.166 0.3 3.80867257976002e-06
GLCCI1 1.07382886202081e-10 -0.280356908537502 0.199 0.339 3.92892504036175e-06
SSX2IP 1.0748148997227e-10 -0.506169784381353 0.137 0.264 3.93253275510542e-06
MPPED2 1.08535829061024e-10 -0.499704470576463 0.154 0.267 3.97110891368476e-06
INTS6 1.09695421258851e-10 -0.234517978132156 0.127 0.279 4.01353607301884e-06
EXT1 1.14099076662702e-10 -0.228646227786263 0.33 0.464 4.17465701693493e-06
PTEN 1.15445316639903e-10 -0.225015135182348 0.257 0.414 4.22391324522076e-06
GALNTL6 1.1848795878945e-10 -0.573008586886132 0.191 0.284 4.3352374361884e-06
ULK4 1.27167374618243e-10 -0.330736834120028 0.147 0.284 4.65279990253228e-06
SBNO1 1.28405153693049e-10 -0.402516780901684 0.13 0.276 4.69808776332128e-06
MRTFB 1.30154623943522e-10 -0.263272761277138 0.268 0.41 4.7620973808456e-06
PGBD5 1.39943282002903e-10 -0.275121088081444 0.158 0.294 5.1202448019222e-06
B4GALT5 1.42148446643289e-10 -0.240899041363847 0.139 0.288 5.20092736578467e-06
VAMP2 1.46304049333746e-10 -0.431224223525867 0.331 0.469 5.35297255702308e-06
TTC21B 1.46916952023201e-10 -0.294126833167236 0.131 0.269 5.37539744062488e-06
NORAD 1.4850188957907e-10 -0.52400373031897 0.262 0.397 5.43338713591902e-06
SPEN 1.49800490032521e-10 -0.195129338802868 0.14 0.299 5.48090032930988e-06
DDAH1 1.5158016198744e-10 -0.4982349336096 0.168 0.286 5.54601496679646e-06
MROH1 1.59216515361252e-10 -0.411288304229811 0.117 0.251 5.82541386403748e-06
RAB11FIP3 1.72770242981591e-10 -0.168909426400643 0.18 0.339 6.32131765021047e-06
ATP6V1A 1.74225045704015e-10 -0.338606060693253 0.202 0.35 6.3745459722185e-06
GABRA1 1.7579837691116e-10 -0.584176156560685 0.238 0.342 6.43211101442551e-06
RBM33 1.76812441130037e-10 -0.223974428216485 0.177 0.334 6.4692135960658e-06
POM121 1.82884343279487e-10 -0.196422525130663 0.131 0.277 6.69137235190988e-06
PPM1K 1.8397699789995e-10 -0.229422009744252 0.182 0.333 6.73135039916338e-06
ZFYVE28 1.85849214909837e-10 -0.320400062723495 0.183 0.314 6.79985107512113e-06
ZDHHC17 1.87063299414795e-10 -0.169950425741483 0.182 0.34 6.84427199898853e-06
ADAM23 1.89903952410798e-10 -0.441593031961603 0.24 0.352 6.94820581080627e-06
PPIG 1.97662893055683e-10 -0.243396863415501 0.139 0.286 7.23208993112133e-06
DOCK10 1.98078448796511e-10 0.519160373006513 0.441 0.401 7.24729428456676e-06
SRGAP2 2.03612802203582e-10 -0.602076556299327 0.186 0.331 7.44978520702466e-06
NELL2 2.0599423313246e-10 -0.535615933254163 0.229 0.333 7.53691700185044e-06
PDE7A 2.09003946324649e-10 -0.157068924355097 0.158 0.314 7.64703638812627e-06
PRKCB 2.13329315353413e-10 -0.382130284388202 0.38 0.505 7.80529299015066e-06
TSC22D1 2.20343366583852e-10 -0.187290050881684 0.355 0.494 8.06192309656997e-06
TNR 2.27072366407948e-10 -0.566586572984598 0.204 0.308 8.30812374213399e-06
PDE8B 2.30171039083674e-10 -0.393004639005181 0.21 0.334 8.42149797799346e-06
WDR60 2.32383788643089e-10 -0.269522946093143 0.144 0.285 8.50245805887335e-06
SLC39A10 2.37453598985824e-10 -0.2196798834472 0.224 0.368 8.68795227969332e-06
LATS1 2.56879821960608e-10 -0.23193539996707 0.116 0.261 9.39871892589473e-06
BABAM2 2.68109432324447e-10 -0.189488938087483 0.287 0.434 9.80958790988687e-06
KIAA0319 2.7074533434653e-10 -0.4127356354374 0.177 0.297 9.90603029307084e-06
RAP1B 2.89942014575217e-10 -0.231997313476456 0.114 0.261 1.0608398429278e-05
KIF3A 2.91810724530477e-10 -0.246079909886054 0.236 0.387 1.06767707891211e-05
AL513166.1 2.94582564110198e-10 -0.420257645759698 0.186 0.299 1.07781868556639e-05
CSNK1E 3.05664395292691e-10 -0.231499990429615 0.162 0.324 1.1183648894969e-05
MDGA2 3.06105344254861e-10 -0.346732102388779 0.351 0.46 1.11997823355968e-05
LRRC28 3.07528252879287e-10 -0.404745588213851 0.158 0.284 1.12518437163474e-05
NRG2 3.16141380281607e-10 -0.320322584567183 0.165 0.293 1.15669808217434e-05
ARFGEF2 3.19863443701821e-10 -0.211109502532796 0.198 0.348 1.17031636781622e-05
PSMD11 3.45705528260169e-10 -0.209172343211433 0.105 0.25 1.26486738679831e-05
AGBL4 3.51702918589426e-10 -0.340455087301303 0.319 0.431 1.28681063853499e-05
NIPSNAP2 3.51944490209183e-10 -0.20389427412085 0.133 0.288 1.28769450077736e-05
DCAF7 3.56599861793184e-10 -0.395198305743015 0.119 0.259 1.3047275743289e-05
MIRLET7BHG 3.59953260700756e-10 -0.168441712855065 0.117 0.266 1.31699699025193e-05
DCLK1 3.62558454772026e-10 -0.298006404390562 0.363 0.472 1.32652887431989e-05
NCS1 3.72566188736981e-10 -0.479617175669008 0.144 0.281 1.36314517135087e-05
ANKRD26 3.76201608871884e-10 -0.283624364379279 0.183 0.326 1.37644644654045e-05
MPPED1 4.05747106393802e-10 -0.602496139658916 0.15 0.256 1.48454751287364e-05
CYTH3 4.08914612506561e-10 -0.391860163515935 0.157 0.285 1.49613678423901e-05
TOMM20 4.20368681847946e-10 -0.46253247411555 0.18 0.315 1.53804493314526e-05
SMCHD1 4.25479357145975e-10 -0.211655201433305 0.189 0.348 1.55674387192569e-05
RIMS2 4.29324246556364e-10 -0.370366454748333 0.355 0.454 1.57081155330042e-05
MPP6 4.32243869986106e-10 -0.500851784227106 0.144 0.264 1.58149387150516e-05
WSB1 4.5746614954068e-10 0.657011382023215 0.53 0.573 1.67377714793944e-05
ATF2 4.6188384439069e-10 -0.203730791708421 0.153 0.298 1.68994060985666e-05
NDRG3 4.71710600115355e-10 -0.336349264013657 0.127 0.262 1.72589474370206e-05
TOP1 4.90444906955383e-10 -0.169318051513607 0.16 0.319 1.79443982556836e-05
NRGN 4.90998835798449e-10 -0.853740969389114 0.269 0.364 1.79646654041937e-05
TMEM117 5.2516272895362e-10 -0.234137800011293 0.231 0.361 1.92146539269551e-05
SERINC1 5.25431111058968e-10 -0.332121893643845 0.251 0.396 1.92244734914255e-05
KPNA4 5.58439977696432e-10 -0.150778441294467 0.105 0.251 2.04322019039571e-05
METTL15 5.86317317456344e-10 -0.181708413767593 0.184 0.341 2.14521780110927e-05
DGKI 6.64684447007869e-10 -0.308004258900068 0.287 0.402 2.43194745471239e-05
TNKS2 6.65810744380536e-10 -0.196813142585523 0.147 0.303 2.43606835153951e-05
PAFAH1B2 6.76770602966431e-10 -0.272212064486876 0.124 0.271 2.47616828213358e-05
ANKRD44 6.86652910794849e-10 -0.197024574017899 0.213 0.386 2.51232567001619e-05
GRM5 6.98796262070709e-10 -0.424936821163159 0.322 0.417 2.55675576366431e-05
ATP2A2 7.21497451398548e-10 -0.2052118257612 0.284 0.44 2.63981487517701e-05
FRRS1L 7.22498641118266e-10 -0.477063993555867 0.222 0.332 2.64347802812351e-05
MAP7 7.4140432397941e-10 0.535945750007525 0.552 0.557 2.71265014057587e-05
YME1L1 7.43370079952028e-10 -0.286558124425748 0.128 0.272 2.71984244852848e-05
UBAP2 7.76641367593795e-10 -0.287376237962759 0.14 0.28 2.84157543575218e-05
PGAP1 7.93935062852491e-10 -0.384569752778529 0.148 0.284 2.90484960796469e-05
YTHDC2 7.96653248990500e-10 -0.153905615642339 0.182 0.33 2.91479490740644e-05
NMNAT2 8.00564076174577e-10 -0.429382104002015 0.255 0.352 2.92910384190754e-05
C6orf62 8.1383942037104e-10 -0.386382304843988 0.135 0.274 2.97767567125356e-05
CRIM1 8.15240673541983e-10 -0.379989242939811 0.176 0.305 2.98280257635541e-05
SOX6 8.30405438734652e-10 -0.586676238293405 0.166 0.253 3.03828741924235e-05
SYNDIG1 8.59606610726436e-10 -0.695923596231921 0.211 0.328 3.14512866732589e-05
SETBP1 8.63478394384213e-10 -0.33722600999329 0.304 0.41 3.15929474937296e-05
KCNJ6 8.72967662768919e-10 -0.521916433873222 0.182 0.283 3.19401408453892e-05
ADCY1 8.88348155440059e-10 -0.7031194014419 0.185 0.286 3.25028823112409e-05
ACTR2 9.71063965988928e-10 -0.217406647941074 0.203 0.351 3.55292883876029e-05
ZBTB4 1.00607097889486e-09 -0.329885193539738 0.14 0.281 3.68101249758052e-05
MYRIP 1.00833688427192e-09 -0.359658173542054 0.271 0.375 3.68930299217412e-05
PWRN1 1.00908167452632e-09 0.807849921318356 0.302 0.277 3.69202803075691e-05
AATK 1.00921966074001e-09 0.809403405607915 0.364 0.406 3.69253289471557e-05
CANX 1.0279301677228e-09 -0.18971139719864 0.167 0.323 3.76099089766417e-05
UMAD1 1.06083684442087e-09 -0.157302455269116 0.2 0.349 3.8813898463671e-05
AGPAT3 1.07230132754149e-09 -0.160047694794446 0.107 0.253 3.9233360972088e-05
CACNA1D 1.11672587235824e-09 -0.387493116964491 0.242 0.338 4.08587662178431e-05
PRNP 1.14560791978863e-09 -0.254392746311878 0.332 0.48 4.19155025692266e-05
ARMH4 1.17933895067971e-09 -0.271469613180239 0.126 0.265 4.31496535274694e-05
RNF149 1.19253915280753e-09 -0.223154037790583 0.144 0.293 4.36326225229219e-05
ATL2 1.19273934648823e-09 -0.315384333002741 0.137 0.283 4.36399472093114e-05
PTPRG 1.25733487992311e-09 -0.227897062053142 0.403 0.525 4.60033685866269e-05
APLP2 1.29129527701114e-09 -0.220444842423706 0.183 0.328 4.72459115952835e-05
KIAA1549L 1.33396443398033e-09 -0.383269651048045 0.274 0.377 4.88070907104722e-05
ZFPM2 1.36158747429531e-09 -0.436592415794995 0.218 0.328 4.98177625095167e-05
DGKZ 1.36242757795266e-09 -0.303068068453847 0.196 0.331 4.9848500222132e-05
CNTNAP2 1.3772974550837e-09 -0.39065867752009 0.526 0.625 5.03925592866024e-05
PIK3C2A 1.39040145069686e-09 -0.151888100586163 0.177 0.339 5.08720082780968e-05
DNAJB14 1.43306096925423e-09 -0.222846609363396 0.204 0.351 5.24328347430739e-05
PREPL 1.47212800115554e-09 -0.211050602041096 0.324 0.467 5.38622193062787e-05
INO80D 1.49232789189472e-09 -0.330384905603139 0.111 0.251 5.46012929086442e-05
SMC5 1.49279176914725e-09 -0.201571861081361 0.12 0.261 5.46182652495595e-05
ST3GAL3 1.72562164592638e-09 -0.159909287800814 0.19 0.339 6.31370447811545e-05
DDX3X 1.76328781960655e-09 -0.223183493704409 0.13 0.273 6.45151747437644e-05
ZBTB16 1.76637678597129e-09 -0.156624408363572 0.344 0.49 6.46281938451177e-05
AFF1 1.85183829809389e-09 -0.250091076846589 0.162 0.3 6.77550596506593e-05
PCDH9 1.87947682714449e-09 0.17334703103638 0.894 0.882 6.87662981515627e-05
CALM3 1.88262011171274e-09 -0.420575848742587 0.263 0.387 6.88813046473456e-05
UBE2G2 1.91165979067417e-09 -0.287486319960014 0.118 0.257 6.99438084211864e-05
PPM1A 1.94210811658305e-09 -0.241230925053718 0.139 0.277 7.10578517695408e-05
ATR 1.94635299983996e-09 -0.266018837600637 0.134 0.264 7.12131635581446e-05
KAZN 2.13309248405901e-09 -0.383764636961178 0.46 0.564 7.80455878067512e-05
PTPN11 2.14565915554562e-09 -0.171589773785494 0.172 0.324 7.85053771831031e-05
VPS54 2.15233736386846e-09 -0.190510693654404 0.137 0.279 7.87497194692191e-05
PHLPP1 2.17835462836272e-09 0.570109549427554 0.532 0.559 7.97016391425353e-05
TMEM130 2.33093915054352e-09 -0.53450497335674 0.134 0.262 8.52844016400864e-05
DYNLL2 2.52226461722183e-09 -0.389038184626813 0.133 0.262 9.22846178149121e-05
KHDRBS3 2.53311224486123e-09 -0.384194305707796 0.257 0.371 9.26815108149828e-05
STMN2 2.69256641527706e-09 -0.474741329770713 0.22 0.334 9.85156200021572e-05
LUZP1 2.96023074876515e-09 -0.331254402192338 0.152 0.282 0.000108308922635819
PACRG 3.04217248188311e-09 -0.297776703800921 0.173 0.29 0.000111307006767139
CDH10 3.04951688996847e-09 -0.329819957671681 0.236 0.341 0.000111575723970166
NAPB 3.10568515379317e-09 -0.408146273343023 0.191 0.322 0.000113630808406985
MIPOL1 3.11005868356116e-09 -0.305986229635599 0.145 0.265 0.000113790827114136
SPOP 3.16664811180573e-09 -0.178037524029608 0.149 0.301 0.000115861321114748
RPS6KB1 3.18578947934165e-09 -0.265199038909561 0.115 0.259 0.000116561665470152
PID1 3.1896940376797e-09 -0.483947853524524 0.191 0.295 0.000116704525450625
GPR158 3.2407584111905e-09 -0.393358715560893 0.243 0.341 0.000118572868748638
RANBP9 3.25190583824053e-09 -0.228129219111641 0.181 0.32 0.000118980730809544
VPS13A 3.25972093869328e-09 -0.304852552945642 0.196 0.321 0.00011926666970491
PAK5 3.29661878906945e-09 -0.299798385754883 0.203 0.312 0.000120616688254473
PPM1E 3.59432910078764e-09 -0.312319296019996 0.225 0.335 0.000131509313139618
ETV6 3.65519469273348e-09 -0.360205957223217 0.171 0.295 0.000133736263417733
CADM1 3.66024877538486e-09 -0.222582127811108 0.486 0.618 0.000133921182193781
PKIA 3.75227127830491e-09 -0.450018520689344 0.149 0.269 0.00013728810153062
XYLT1 3.90608246193753e-09 -0.494575641878322 0.189 0.291 0.00014291574511737
SLC35E3 3.98080842848732e-09 -0.164325534728311 0.118 0.258 0.000145649818781494
RNF180 4.03770008132954e-09 -0.249288241917792 0.123 0.253 0.000147731370575685
EXOC5 4.07552189799728e-09 -0.215558021495722 0.13 0.27 0.000149115195203924
UQCC1 4.13512412317176e-09 -0.15677593708731 0.131 0.277 0.000151295921418608
AKAP11 4.14884323264959e-09 -0.204094937061101 0.198 0.349 0.000151797876196183
GRIA1 4.2175473985431e-09 -0.399999228365613 0.282 0.37 0.000154311624217895
SMG6 4.45448271566297e-09 -0.169700720885621 0.175 0.327 0.000162980613600677
DGKG 4.62868777794385e-09 -0.448135740927222 0.158 0.265 0.000169354428419409
DENND4C 4.81045331937496e-09 -0.185050171360347 0.158 0.305 0.000176004866049291
DENND5B 5.00924989147192e-09 -0.161450685269285 0.312 0.451 0.000183278435029175
RAB3GAP2 5.01811719883189e-09 -0.198903979011349 0.185 0.332 0.000183602872070861
TAB2 5.04474911188746e-09 -0.247909875830055 0.181 0.33 0.000184577280505738
HIF1A 5.10123135478939e-09 -0.298486894239559 0.119 0.258 0.000186643852809034
RORB 5.30079417749072e-09 -0.472164927483561 0.185 0.266 0.000193945457366031
XPO6 5.38924350578484e-09 -0.15873922412476 0.13 0.276 0.000197181641389656
TBC1D32 5.58014485875037e-09 -0.165734164319664 0.162 0.294 0.000204166340091958
UHRF1BP1L 5.66156748267963e-09 -0.294245159029428 0.124 0.255 0.000207145431056282
HS3ST5 5.71999073932394e-09 -0.310439940670351 0.215 0.34 0.000209283021170384
TENM3 5.84786112614174e-09 -0.371719646119524 0.231 0.331 0.000213961542883274
CLCN3 5.98194320228688e-09 -0.1813816549835 0.196 0.346 0.000218867337885272
SCN8A 6.04622989830328e-09 -0.32674609443576 0.272 0.379 0.00022121945951912
EVL 6.22715493766521e-09 -0.183148301976552 0.29 0.424 0.000227839144859295
CLDND1 6.24224606884796e-09 0.820083563047648 0.236 0.258 0.000228391299167009
PAM 6.24437217568841e-09 -0.362067694401661 0.241 0.354 0.000228469089164088
RNF145 6.55208880174375e-09 -0.388222285711745 0.13 0.26 0.0002397278250782
DSCAM 6.56210584447985e-09 -0.520761260129529 0.298 0.383 0.000240094328637829
RBFOX1 6.58836998634051e-09 -0.170997150522473 0.5 0.626 0.000241055281060226
LINGO2 6.59061552299603e-09 -0.542877634623477 0.243 0.323 0.000241137440755379
RGS6 7.2073286075869e-09 -0.48193039867816 0.193 0.285 0.00026370173909439
NCOR2 7.26303691902429e-09 -0.177618215109919 0.162 0.312 0.000265739994793261
KDM3B 7.44425083051007e-09 -0.281421859745601 0.121 0.257 0.000272370249386702
ARL6IP1 7.53133029281426e-09 -0.302054329546369 0.217 0.356 0.000275556312753488
LMO7 7.62995120213182e-09 -0.283614893574267 0.144 0.26 0.000279164654583599
FGF12 8.05972825015351e-09 -0.243667404178843 0.373 0.469 0.000294889337216617
DPYD 8.263912576078e-09 0.368739580539773 0.479 0.445 0.000302360033333542
ESRRG 8.29930690744946e-09 -0.263075578075176 0.301 0.426 0.000303655041129761
GPALPP1 8.62115928678105e-09 -0.188981928316063 0.113 0.252 0.000315430975984745
DGCR2 8.80553348142397e-09 -0.293540278283731 0.146 0.284 0.00032217685901834
ATP6V1H 9.03865132377316e-09 -0.161298018851375 0.178 0.325 0.000330706174634213
SLC44A5 9.68664453749671e-09 -0.455948605683528 0.233 0.315 0.00035441495033793
NRXN2 9.73437936843483e-09 -0.334086882878896 0.186 0.316 0.000356161472332293
AL589740.1 9.87807997080733e-09 -0.470671226347246 0.224 0.329 0.000361419189971898
AC006148.1 1.04631954458629e-08 -0.252621717331501 0.201 0.326 0.00038282739497323
WDR26 1.06246409481963e-08 -0.19960062984217 0.119 0.261 0.000388734363012606
RAD23B 1.08247216671361e-08 -0.215362377295538 0.124 0.258 0.000396054916357177
FCHO2 1.14134945219657e-08 -0.198400871029956 0.124 0.258 0.000417596937569682
PATJ 1.20678967487948e-08 -0.342846007350226 0.167 0.284 0.000441540206244905
RCN2 1.24489205915751e-08 -0.234379185402082 0.129 0.262 0.00045548110660455
PDSS2 1.26146965438061e-08 -0.227701514114617 0.142 0.274 0.000461546517144777
TLK1 1.33000178783713e-08 -0.204619533128798 0.229 0.368 0.000486621054133849
MFSD11 1.46761313020997e-08 -0.162075700481898 0.12 0.261 0.000536970292081223
EXOC6 1.49322826088826e-08 -0.186449712148086 0.216 0.352 0.000546342356093795
ATP6V1C1 1.55502157778665e-08 -0.339647131890959 0.127 0.255 0.000568951294880581
MAPRE3 1.61947594039024e-08 -0.311159771746454 0.126 0.25 0.00059253385706998
ICA1L 1.64280623360102e-08 -0.196536497599616 0.205 0.332 0.00060106994474994
RALYL 1.70042771026974e-08 -0.3589125015493 0.272 0.377 0.000622152490633494
PTPN12 1.95533350447806e-08 -0.205527216451034 0.135 0.27 0.000715417422618432
MAP3K3 2.1576718372843e-08 -0.209535834788457 0.127 0.264 0.00078944897182558
EIF4G2 2.2695870073363e-08 -0.322070016670481 0.129 0.256 0.000830396494244205
GALNT1 2.27385095879794e-08 -0.264239276655886 0.134 0.266 0.000831956588804991
SSBP3 2.41927949635278e-08 -0.15261824791098 0.225 0.369 0.000885165982125556
CUL3 2.42632214633299e-08 -0.151238682594032 0.182 0.336 0.000887742746900315
TCF25 2.44937763260496e-08 -0.183394055860376 0.149 0.3 0.000896178288217503
RBMS1 2.50994218655634e-08 -0.357318698358641 0.142 0.258 0.000918337647217235
WASF1 2.57359960413232e-08 -0.322207400321685 0.165 0.283 0.000941628623159933
ZNF106 2.5739510493391e-08 -0.199336706415109 0.127 0.258 0.00094175720993219
DCAF10 2.59030707145342e-08 -0.156817655799675 0.157 0.299 0.000947741551303378
SOD2 2.61786887638993e-08 -0.304206318759021 0.136 0.263 0.000957825864493549
NOS1AP 2.80777110244492e-08 -0.290111582550231 0.184 0.292 0.00102730729096255
TRIM9 2.89571764320568e-08 -0.157388675368202 0.412 0.536 0.00105948517129609
FOXK1 2.94728533894402e-08 -0.271208796512763 0.127 0.258 0.00107835275981284
SERGEF 3.11512601702268e-08 -0.167560286794164 0.17 0.3 0.00113976230710826
SHISA9 3.22081258201299e-08 -0.452445550588203 0.229 0.307 0.00117843090750691
CPQ 3.30910423133661e-08 -0.26596473954226 0.159 0.28 0.00121073505616144
AC107223.1 3.34371794101801e-08 -0.410846418108644 0.15 0.252 0.00122339952025967
HIVEP1 3.39812867404995e-08 -0.364354965163755 0.172 0.292 0.0012433073192614
DANT2 3.46973611191867e-08 -0.162187398165004 0.356 0.47 0.0012695070486288
EDEM3 3.61223915491074e-08 -0.161282297260582 0.115 0.253 0.00132164606199874
KIFAP3 3.842967283267e-08 -0.212974352919231 0.232 0.36 0.00140606486960173
SYNJ1 3.86713023878621e-08 -0.330182878642569 0.18 0.309 0.0014149056117671
FBXO9 4.01114595599689e-08 -0.158755292264059 0.114 0.253 0.00146759808238014
UNC80 4.566052887794e-08 -0.306141744329193 0.278 0.38 0.00167062743058607
PTPRD 4.80008484107094e-08 0.181082033999377 0.775 0.754 0.00175625504165103
CCDC6 4.85289850726753e-08 -0.254608123252035 0.131 0.258 0.00177557850583904
IQCJ-SCHIP1 5.07555823238965e-08 -0.434284201404748 0.325 0.429 0.00185704524606672
